customer_id,full_name,total_spent,transaction_count,days_since_registration,avg_order_value
CUST0680,Selena Lawson,14132.17,9,196,1570.24
CUST0821,Pamela Webb,14123.67,11,1015,1283.97
CUST0260,Michael Rodriguez,14107.06,11,1039,1282.46
CUST0754,James Lee,14100.87,9,340,1566.76
CUST0416,Holly Martin,14066.47,11,771,1278.77
CUST0940,Amy Jones,14049.39,11,122,1277.22
CUST0760,Hunter Allen,14040.81,10,724,1404.08
CUST0629,Richard Buck,14013.03,8,464,1751.63
CUST0742,Glenn Edwards,14012.58,12,295,1167.72
CUST0284,Crystal Woodward,14004.2,10,80,1400.42
CUST0864,Connor Lopez,13992.53,9,37,1554.73
CUST0358,Rodney Shannon,13981.23,9,754,1553.47
CUST0150,Troy Lewis,13960.87,8,959,1745.11
CUST0056,Shannon Bauer,13955.53,10,738,1395.55
CUST0221,Nicole Tran,13953.36,10,202,1395.34
CUST0263,Monica Cox,13948.21,7,740,1992.6
CUST0089,Wayne Harris,13931.83,11,163,1266.53
CUST0501,Sarah Ward,13926.27,8,175,1740.78
CUST0721,Leslie Rodriguez,13896.23,8,952,1737.03
CUST0653,Joanne Cardenas,13895.82,10,60,1389.58
CUST0911,Nancy Washington,13880.52,10,805,1388.05
CUST0225,William Norton,13855.67,10,1089,1385.57
CUST0408,William Franklin,13826.74,15,282,921.78
CUST0932,Jacob Smith,13812.29,7,357,1973.18
CUST0820,Bethany Carroll,13809.74,12,969,1150.81
CUST0898,Cassandra Greene,13766.89,9,168,1529.65
CUST0380,Matthew Gordon,13755.04,6,496,2292.51
CUST0676,Martin Potter,13706.22,9,495,1522.91
CUST0740,Kristina Jones,13699.29,14,23,978.52
CUST0520,Jerry Taylor,13681.37,13,984,1052.41
CUST0139,Dana Russo,13666.01,10,443,1366.6
CUST0010,Julie Smith,13658.5,12,168,1138.21
CUST0519,Kimberly Taylor,13645.75,9,944,1516.19
CUST0716,Laura Rivera,13641.91,10,577,1364.19
CUST0572,Katherine Robbins,13603.93,11,935,1236.72
CUST0900,Amanda Myers,13601.31,12,201,1133.44
CUST0412,Jose Patterson,13599.36,12,928,1133.28
CUST0068,Ashley Sutton,13589.28,9,500,1509.92
CUST0735,Christine Clark,13587.2,8,129,1698.4
CUST0683,Jacqueline Armstrong,13566.24,10,169,1356.62
CUST0026,Susan Jackson,13547.58,13,1085,1042.12
CUST0823,Bradley Adams,13520.71,9,982,1502.3
CUST0285,Christine Patel,13483.43,10,168,1348.34
CUST0954,Sarah Mathews,13470.22,9,147,1496.69
CUST0715,Robert Hughes,13459.01,7,50,1922.72
CUST0038,Carrie Jones,13449.67,8,453,1681.21
CUST0342,Gerald Pierce,13443.79,10,723,1344.38
CUST0500,Brett Terry,13440.84,11,550,1221.89
CUST0315,Steven Smith,13440.81,9,453,1493.42
CUST0297,Larry Hurst,13432.43,9,921,1492.49
CUST0424,Joshua Benton,13424.59,10,476,1342.46
CUST0816,Emily Miller,13399.08,8,660,1674.89
CUST0832,Maurice Lester,13387.21,10,591,1338.72
CUST0474,Thomas Gonzalez,13369.62,10,527,1336.96
CUST0698,Shawn Flores,13348.4,9,474,1483.16
CUST0728,Jason Williams,13345.37,9,665,1482.82
CUST0861,Lisa Smith,13338.51,12,752,1111.54
CUST0962,Marisa Lewis,13336.59,10,519,1333.66
CUST0743,Marcus Cunningham,13301.75,10,1006,1330.18
CUST0302,Sarah Golden,13276.51,8,366,1659.56
CUST0234,Daniel Eaton,13272.61,12,950,1106.05
CUST0794,Christina Fernandez,13252.54,10,220,1325.25
CUST0207,Terry Villanueva,13224.53,11,500,1202.23
CUST0033,Jesse Hunt,13222.6,11,108,1202.05
CUST0374,Terri Willis,13209.93,7,714,1887.13
CUST0563,Alison Hampton,13204.18,7,393,1886.31
CUST0083,Bryan Guerra,13162.27,9,469,1462.47
CUST0555,Susan Thomas,13142.01,9,984,1460.22
CUST0278,Sarah Byrd,13133.98,10,400,1313.4
CUST0163,Joshua Randall,13112.49,9,853,1456.94
CUST0805,Andrea Nelson,13100.46,8,962,1637.56
CUST0051,James Bell,13085.48,9,445,1453.94
CUST0803,Nathan Hill,13071.65,12,346,1089.3
CUST0554,Gregory Sharp,13071.54,7,1044,1867.36
CUST0586,Samantha Miles,13068.53,9,470,1452.06
CUST0241,Amy Abbott,13061.43,9,726,1451.27
CUST0999,Erin Martin,13055.15,12,395,1087.93
CUST0750,Andrea Garcia,13047.83,9,390,1449.76
CUST0581,Tina Vaughn,13042.26,11,943,1185.66
CUST0949,Rachel Zavala,13028.86,8,429,1628.61
CUST0992,Steven Lambert,13028.27,9,786,1447.59
CUST0288,Candace Wright,13013.34,9,12,1445.93
CUST0565,Tina Vargas,13007.96,10,202,1300.8
CUST0551,Kenneth Johnston,12997.69,10,267,1299.77
CUST0130,Charles Smith,12993.55,7,9,1856.22
CUST0756,Robert Lopez,12985.92,14,818,927.57
CUST0672,Betty Hopkins,12983.82,7,303,1854.83
CUST0699,Samantha Barrera,12979.64,8,976,1622.46
CUST0810,Stanley Baxter,12970.65,10,594,1297.07
CUST0174,Matthew Callahan,12926.78,8,110,1615.85
CUST0828,Jonathan Powell,12910.56,10,1029,1291.06
CUST0166,Valerie Bailey,12900.86,9,936,1433.43
CUST0435,Alexis Jenkins,12864.65,10,432,1286.47
CUST0108,Cynthia Williams,12850.76,9,126,1427.86
CUST0378,Sarah Li,12850.08,10,1078,1285.01
CUST0407,Steven Haas,12846.24,10,988,1284.62
CUST0429,Andrea Duncan,12832.24,9,68,1425.8
CUST0564,Brian Smith,12814.53,8,446,1601.82
CUST0203,Emily Baker,12810.94,9,173,1423.44
CUST0117,Heather Frazier,12740.72,10,20,1274.07
CUST0126,Chelsea Roberts,12726.71,8,355,1590.84
CUST0318,Carol Gordon,12713.62,10,53,1271.36
CUST0044,Sarah Santiago,12701.73,11,65,1154.7
CUST0289,Rachel Hamilton,12641.9,10,157,1264.19
CUST0972,Suzanne Martinez,12574.31,10,195,1257.43
CUST0291,Karen Lee,12560.13,9,970,1395.57
CUST0365,Emily Ramirez,12553.95,7,602,1793.42
CUST0389,Logan Martin,12524.49,9,654,1391.61
CUST0164,Stephanie Cruz,12516.85,12,424,1043.07
CUST0190,Jay Rice,12514.65,9,81,1390.52
CUST0096,Shannon Sanchez,12485.86,10,1010,1248.59
CUST0296,Sarah Butler,12472.29,9,515,1385.81
CUST0228,Frank Pena,12453.13,9,900,1383.68
CUST0053,Stacey Thompson,12425.53,10,478,1242.55
CUST0210,Joseph Rodriguez,12390.9,9,537,1376.77
CUST0502,Michael Jones,12390.01,6,43,2065.0
CUST0152,Jake Lopez,12355.17,11,665,1123.2
CUST0205,Rachel Young,12339.14,8,845,1542.39
CUST0364,Shelby Reid,12336.56,9,777,1370.73
CUST0829,Robert Black,12330.78,8,899,1541.35
CUST0351,Melanie Thomas,12327.26,7,182,1761.04
CUST0381,Paul Orozco,12326.25,7,634,1760.89
CUST0400,Kimberly Foley,12321.49,7,100,1760.21
CUST0421,Tiffany Williams,12293.1,8,548,1536.64
CUST0796,Sierra Russell,12285.86,10,305,1228.59
CUST0384,Cory Murphy,12282.36,11,1042,1116.58
CUST0362,Kaitlyn Grant,12261.81,10,815,1226.18
CUST0884,John Henson,12253.08,8,343,1531.64
CUST0283,Brianna Bowman,12222.08,9,786,1358.01
CUST0489,Amanda Garrison,12204.19,9,526,1356.02
CUST0492,John Kim,12136.08,11,463,1103.28
CUST0441,Morgan Fowler,12130.44,8,705,1516.31
CUST0769,Kara Brown,12115.55,6,141,2019.26
CUST0414,Michelle Jarvis,12109.27,7,84,1729.9
CUST0923,Frederick Mcclain,12105.69,13,8,931.21
CUST0300,Brian Stafford,12093.37,8,816,1511.67
CUST0532,Debra Summers,12054.23,7,318,1722.03
CUST0790,Jacob Burnett,12050.71,11,183,1095.52
CUST0196,Angela Brown,12028.22,11,185,1093.47
CUST0071,Jonathan Ford,12019.13,10,976,1201.91
CUST0045,Tanya Oconnor,12017.16,10,108,1201.72
CUST0509,Andrea Nolan,12013.42,5,129,2402.68
CUST0310,Louis Pena,12013.27,12,844,1001.11
CUST0928,Derek Johnson,11984.66,10,1073,1198.47
CUST0368,Michael Peterson,11932.89,8,935,1491.61
CUST0603,Kelsey Watkins,11931.58,7,1062,1704.51
CUST0579,Angela Peterson,11920.57,9,835,1324.51
CUST0677,Nathan Mcdonald,11901.22,11,495,1081.93
CUST0705,Peter Diaz,11887.19,8,616,1485.9
CUST0217,Katherine Burke,11886.28,11,161,1080.57
CUST0059,Heidi Mitchell,11849.97,8,307,1481.25
CUST0791,Melissa Burns,11842.96,9,1031,1315.88
CUST0982,Matthew Lopez,11832.41,9,1011,1314.71
CUST0452,Raymond Douglas,11796.81,8,15,1474.6
CUST0469,Carolyn Jones,11772.07,5,1029,2354.41
CUST0349,Melissa Reilly,11722.65,9,623,1302.52
CUST0322,Michael Copeland,11719.47,7,433,1674.21
CUST0294,Michael Stewart,11674.89,9,946,1297.21
CUST0366,Joyce Kelly,11673.78,8,462,1459.22
CUST0606,Jennifer Moore,11668.87,11,225,1060.81
CUST0209,Kevin White,11664.33,8,541,1458.04
CUST0082,Thomas Burgess,11664.31,8,833,1458.04
CUST0937,Steven Allen,11652.01,7,800,1664.57
CUST0490,Terri Sullivan,11619.5,9,246,1291.06
CUST0547,Christopher Howard,11588.85,10,549,1158.89
CUST0027,Johnny Taylor,11567.02,7,113,1652.43
CUST0144,Michelle Taylor,11561.98,6,962,1927.0
CUST0969,Wanda Woodward,11561.94,12,163,963.5
CUST0661,April Conner,11551.92,7,636,1650.27
CUST0504,Raymond Vega,11549.48,7,367,1649.93
CUST0204,Michael Schultz,11533.75,7,678,1647.68
CUST0989,Jennifer King,11528.35,8,35,1441.04
CUST0417,Laura Tucker,11521.27,10,351,1152.13
CUST0628,Emily Harrison,11503.04,9,53,1278.12
CUST0518,Amanda Green,11502.72,12,826,958.56
CUST0462,Kristen Obrien,11497.44,10,912,1149.74
CUST0933,Laura Mitchell,11490.13,6,410,1915.02
CUST0596,Dawn Haley,11476.21,7,305,1639.46
CUST0267,John Smith,11467.09,8,541,1433.39
CUST0232,Samuel Humphrey,11466.82,12,217,955.57
CUST0761,Stephanie Powell,11463.72,10,31,1146.37
CUST0413,Francis Fernandez,11463.15,9,809,1273.68
CUST0549,Diane Vang,11455.98,11,840,1041.45
CUST0983,Kaitlyn Hanson,11450.38,7,993,1635.77
CUST0106,Audrey Bishop,11447.55,7,808,1635.36
CUST0140,Christine Dixon,11437.79,5,406,2287.56
CUST0222,Kelly Jones,11436.18,12,998,953.02
CUST0888,Terri Hansen,11433.11,12,658,952.76
CUST0133,Alicia Schultz,11431.83,10,444,1143.18
CUST0953,Thomas George,11397.68,6,396,1899.61
CUST0589,Lori Burgess,11395.26,9,952,1266.14
CUST0560,William Wagner,11379.29,11,838,1034.48
CUST0638,Diane Lopez,11372.56,14,1033,812.33
CUST0329,Megan Simmons,11368.01,10,218,1136.8
CUST0162,Christopher Davenport,11356.28,9,712,1261.81
CUST0892,Tiffany Barrett,11351.82,8,592,1418.98
CUST0872,Craig Garrett,11345.07,7,1001,1620.72
CUST0271,Barbara Potter,11301.48,9,50,1255.72
CUST0838,Samantha Macdonald,11285.76,12,859,940.48
CUST0328,Nicole Russell,11208.62,11,674,1018.97
CUST0409,Anthony Peters,11198.79,12,1082,933.23
CUST0618,Erik Carrillo,11181.96,7,814,1597.42
CUST0338,Louis Berger,11175.3,9,904,1241.7
CUST0607,Michaela Munoz,11169.91,12,175,930.83
CUST0733,Tina Hamilton,11156.1,7,174,1593.73
CUST0776,Mary Haley,11130.91,9,985,1236.77
CUST0622,Thomas Webster,11120.07,6,1060,1853.35
CUST0848,Devin Reilly,11106.26,6,876,1851.04
CUST0834,Patrick Burton,11090.49,7,961,1584.36
CUST0627,Sydney Odonnell,11038.66,9,429,1226.52
CUST0321,Allison Rivera,11032.37,8,624,1379.05
CUST0112,David Cox,11011.13,6,81,1835.19
CUST0402,Amanda Morris,10984.34,8,868,1373.04
CUST0330,Jessica Henry,10944.24,9,1091,1216.03
CUST0753,Daniel Parrish,10918.26,8,508,1364.78
CUST0120,Megan Kim,10913.83,8,771,1364.23
CUST0942,Angelica Chapman,10889.7,10,11,1088.97
CUST0751,Jessica Smith,10885.45,8,442,1360.68
CUST0506,David Dougherty,10884.32,8,884,1360.54
CUST0022,James Smith,10874.17,7,181,1553.45
CUST0230,Bryan Potts,10845.58,7,564,1549.37
CUST0211,Keith Hale,10815.1,7,110,1545.01
CUST0559,Robert Henderson,10805.44,13,568,831.19
CUST0739,Sarah Alvarez,10783.14,6,883,1797.19
CUST0800,Mary Higgins,10774.75,9,964,1197.19
CUST0694,Erik Hunt,10740.33,8,986,1342.54
CUST0487,Alexis Walsh,10734.02,9,159,1192.67
CUST0737,Christopher Warren,10715.33,9,229,1190.59
CUST0929,Michelle Smith,10701.89,7,784,1528.84
CUST0580,Bryan Byrd,10673.04,5,806,2134.61
CUST0530,Sheena Wong,10665.66,7,743,1523.67
CUST0781,Allison Graham,10665.06,8,626,1333.13
CUST0430,Gary Murillo,10663.78,9,323,1184.86
CUST0812,Jeffrey Black,10656.16,8,596,1332.02
CUST0806,Stephanie Elliott,10654.9,8,295,1331.86
CUST0336,Aimee Ellis,10650.58,10,198,1065.06
CUST0881,John Lopez,10649.85,9,885,1183.32
CUST0198,Lynn Lewis,10644.37,12,267,887.03
CUST0339,Robert Jordan,10610.2,9,544,1178.91
CUST0258,Joann Smith,10593.94,8,895,1324.24
CUST0355,John Smith,10575.12,9,1075,1175.01
CUST0340,Elizabeth Perkins,10569.55,9,526,1174.39
CUST0376,Kari Gardner,10561.64,9,31,1173.52
CUST0383,Michael Weaver,10539.7,10,1024,1053.97
CUST0573,Karen Harris,10512.56,8,599,1314.07
CUST0013,Kurt Murray,10508.06,8,494,1313.51
CUST0976,Joseph Salazar,10495.99,7,372,1499.43
CUST0110,Stephen Brown,10494.25,10,815,1049.43
CUST0208,Robert Mckay,10464.97,8,879,1308.12
CUST0226,Alexis Lopez,10459.04,9,481,1162.12
CUST0652,Karen Hansen,10445.35,8,83,1305.67
CUST0550,George Mendoza,10440.16,8,46,1305.02
CUST0994,Kevin Thomas,10425.2,7,316,1489.31
CUST0714,Elizabeth Steele,10360.53,8,502,1295.07
CUST0792,Jennifer Daniels,10333.12,7,1074,1476.16
CUST0016,Latoya Ruiz,10329.11,9,423,1147.68
CUST0847,Grant Anthony,10311.08,6,879,1718.51
CUST0584,Nicholas Parker,10310.36,10,365,1031.04
CUST0348,Melissa Perez,10308.37,10,693,1030.84
CUST0842,Heather Webster,10306.51,7,1008,1472.36
CUST0308,Gary Freeman,10267.56,7,34,1466.79
CUST0313,Christie Thompson,10257.75,6,181,1709.63
CUST0866,Arthur Walker,10235.27,6,1042,1705.88
CUST0155,Scott Haney,10187.87,8,222,1273.48
CUST0040,Calvin Sanchez,10163.36,9,658,1129.26
CUST0930,Patricia Villegas,10160.1,9,723,1128.9
CUST0107,Paul Davis,10143.8,8,992,1267.98
CUST0404,David Carlson,10133.98,10,360,1013.4
CUST0480,Lawrence Perez,10118.62,9,352,1124.29
CUST0095,Keith Kennedy,10111.36,10,222,1011.14
CUST0128,Reginald Spencer,10091.04,10,767,1009.1
CUST0544,John Hoffman,10077.58,10,18,1007.76
CUST0542,Ashley Coleman,10070.09,8,516,1258.76
CUST0574,Lee Jackson,10069.08,5,389,2013.82
CUST0458,Holly Perry,10012.78,7,574,1430.4
CUST0764,Shelly Stewart,10007.8,9,213,1111.98
CUST0601,Alexandra Robinson,10005.03,7,693,1429.29
CUST0213,Warren Stephens,9994.24,8,1030,1249.28
CUST0367,Melvin Cummings,9988.7,6,354,1664.78
CUST0687,Elijah Thompson,9988.15,9,1095,1109.79
CUST0846,Sarah Gutierrez,9974.52,5,352,1994.9
CUST0125,Michael Tyler,9970.81,9,226,1107.87
CUST0529,Hunter Espinoza,9964.36,10,193,996.44
CUST0352,Nathan Russell,9955.8,6,433,1659.3
CUST0876,Alex Hernandez,9950.61,7,925,1421.52
CUST0461,Eduardo Mcguire,9908.42,10,391,990.84
CUST0451,James Kim,9899.36,10,7,989.94
CUST0188,David Andrade,9884.21,6,1018,1647.37
CUST0143,Natalie Kennedy,9878.92,9,746,1097.66
CUST0671,Robert Hawkins,9868.04,6,306,1644.67
CUST0856,Daisy Sanchez,9863.07,8,158,1232.88
CUST0623,Shawn Miller,9840.19,5,352,1968.04
CUST0807,Jody Johnson,9811.3,7,98,1401.61
CUST0320,Stephanie Dominguez,9793.32,9,758,1088.15
CUST0955,Jessica Potter,9788.37,8,1060,1223.55
CUST0587,Kathleen Osborn,9759.61,6,786,1626.6
CUST0047,Johnny Kidd,9753.44,8,632,1219.18
CUST0507,Karen Watkins,9739.6,10,59,973.96
CUST0858,Michelle Navarro,9723.1,8,159,1215.39
CUST0149,Joseph Miles,9713.76,8,1061,1214.22
CUST0855,Kimberly Brewer,9702.02,8,719,1212.75
CUST0724,James Edwards,9670.99,7,42,1381.57
CUST0691,Andrew Richardson,9652.22,7,245,1378.89
CUST0967,Gordon Bray,9652.22,6,1046,1608.7
CUST0386,Andrew Crosby,9649.3,10,365,964.93
CUST0074,Jennifer Griffin,9644.6,7,1075,1377.8
CUST0345,John Wilson,9585.87,6,857,1597.65
CUST0963,Kenneth Petty,9546.75,10,777,954.68
CUST0543,Peter Whitaker,9514.83,6,1038,1585.81
CUST0853,Carrie Vang,9503.49,8,1000,1187.94
CUST0179,Linda Howard,9477.48,8,410,1184.69
CUST0968,Stephen Peck,9467.03,6,372,1577.84
CUST0583,Mary Austin,9438.06,6,492,1573.01
CUST0924,Jennifer Woods,9428.14,6,640,1571.36
CUST0333,John Gonzalez,9424.93,6,161,1570.82
CUST0610,Daniel Davis,9409.71,7,413,1344.24
CUST0032,Jeremy Obrien,9394.02,5,648,1878.8
CUST0466,William Walker,9371.64,6,500,1561.94
CUST0060,Mary Sanchez,9361.37,9,306,1040.15
CUST0243,Jim Caldwell,9359.3,7,50,1337.04
CUST0153,Ryan Ortiz,9354.1,8,576,1169.26
CUST0631,Joshua Reed,9307.49,10,195,930.75
CUST0173,Monica White,9300.49,7,332,1328.64
CUST0646,Amanda Ortiz,9281.21,9,273,1031.25
CUST0528,Karen Sullivan,9279.37,7,888,1325.62
CUST0979,William Gibbs,9276.0,10,953,927.6
CUST0465,Joshua Thomas,9238.83,7,687,1319.83
CUST0909,Karen Farley,9230.43,9,882,1025.6
CUST0161,Bradley Mora,9225.83,7,194,1317.98
CUST0138,Cassandra Baker,9224.76,7,867,1317.82
CUST0167,Jennifer Anderson,9221.04,6,36,1536.84
CUST0240,Mindy Brown,9211.71,8,432,1151.46
CUST0597,Charles Gomez,9205.45,7,102,1315.06
CUST0865,Debra Mitchell,9203.78,8,498,1150.47
CUST0227,Kevin Gonzalez,9172.7,6,871,1528.78
CUST0726,Maxwell Ruiz,9159.26,7,886,1308.47
CUST0146,Jacqueline Wilson,9143.67,10,877,914.37
CUST0423,Jason Watkins,9138.87,7,323,1305.55
CUST0696,Elizabeth Hall,9128.2,8,687,1141.03
CUST0612,Ashlee Best,9107.46,8,429,1138.43
CUST0331,Jared Booth,9073.74,7,997,1296.25
CUST0175,Chris Lam,9063.96,6,971,1510.66
CUST0643,Laura Steele,9056.83,8,524,1132.1
CUST0486,Veronica Deleon,9042.7,7,453,1291.81
CUST0736,Joanne Rogers,9039.82,8,906,1129.98
CUST0021,James Trevino,9011.88,8,475,1126.49
CUST0630,Joanna Powell,9006.05,7,172,1286.58
CUST0455,Dale Ferrell,8986.1,6,823,1497.68
CUST0621,Meagan Bowman,8966.36,10,786,896.64
CUST0511,Austin Taylor,8944.62,6,947,1490.77
CUST0233,Kristopher Horn,8933.77,9,450,992.64
CUST0795,Jesus Gonzalez,8919.3,8,821,1114.91
CUST0944,Jeremy Reed,8914.86,9,100,990.54
CUST0172,Denise Ponce,8844.96,8,274,1105.62
CUST0503,Jared Pace,8824.59,4,226,2206.15
CUST0813,Amanda Carter,8813.41,7,696,1259.06
CUST0477,Sheila Miranda,8783.7,10,332,878.37
CUST0184,Dennis Taylor,8761.61,8,291,1095.2
CUST0741,Collin Friedman,8740.98,7,831,1248.71
CUST0766,Jaime Graham,8722.84,6,365,1453.81
CUST0567,Alec Young,8688.91,7,351,1241.27
CUST0475,Carmen Martin,8678.01,7,620,1239.72
CUST0406,Adrienne Henderson,8644.84,8,22,1080.61
CUST0882,Karen Estes,8583.44,6,1028,1430.57
CUST0931,Brian Hanson,8568.87,10,495,856.89
CUST0193,Angela Brown,8558.81,7,442,1222.69
CUST0998,Keith Cook,8530.41,5,1003,1706.08
CUST0710,Dustin Anderson,8475.19,6,421,1412.53
CUST0266,Matthew Schneider,8436.87,6,1044,1406.15
CUST0645,Kenneth Norman,8434.99,7,196,1205.0
CUST0446,Melissa Goodman,8416.67,6,563,1402.78
CUST0372,Karen Davis,8413.28,6,65,1402.21
CUST0443,Catherine Flores,8408.87,6,894,1401.48
CUST0785,Randy Sanders,8375.28,6,492,1395.88
CUST0049,James Evans,8333.78,9,979,925.98
CUST0356,Mary Hunter,8322.78,8,183,1040.35
CUST0432,Douglas Washington,8289.97,9,501,921.11
CUST0141,Karen Allen,8289.59,6,543,1381.6
CUST0616,Robert Paul,8277.59,7,46,1182.51
CUST0403,Michelle Duran,8255.72,8,97,1031.97
CUST0073,Timothy Brown,8239.28,4,294,2059.82
CUST0011,Cory Rodriguez,8199.51,8,838,1024.94
CUST0189,Joan Boyer,8159.57,6,770,1359.93
CUST0122,Tracy Smith,8136.6,7,174,1162.37
CUST0521,Jacqueline Clarke,8085.45,7,312,1155.06
CUST0935,Edward Wilson,8082.96,6,1053,1347.16
CUST0246,Michael Chambers,8072.92,5,1036,1614.58
CUST0165,Christina Mitchell,8035.78,6,351,1339.3
CUST0889,Holly Young,8030.49,6,167,1338.42
CUST0988,Cameron Montgomery,8026.33,6,431,1337.72
CUST0479,Jared Castaneda,7990.4,7,149,1141.49
CUST0377,Randy Riddle,7988.16,6,95,1331.36
CUST0642,Amy Smith,7987.51,11,575,726.14
CUST0727,Victor Mcknight,7828.34,7,225,1118.33
CUST0101,Jennifer Wagner,7822.01,6,407,1303.67
CUST0632,Scott Green,7800.07,5,813,1560.01
CUST0770,Matthew Soto,7754.05,6,944,1292.34
CUST0286,Gabriel Evans,7720.53,8,120,965.07
CUST0850,Jessica Malone,7704.96,5,957,1540.99
CUST0707,Sarah Cruz,7647.68,7,977,1092.53
CUST0577,Richard Calhoun,7616.04,10,548,761.6
CUST0659,Ricky Johnson,7612.15,8,831,951.52
CUST0470,Erin Lee,7537.55,8,579,942.19
CUST0235,Carolyn Brown,7514.02,6,540,1252.34
CUST0703,John Williams,7482.89,6,1009,1247.15
CUST0798,Susan Leon,7467.75,6,19,1244.63
CUST0483,Sheila Murphy,7431.06,6,479,1238.51
CUST0262,Claudia Mcdonald,7418.11,5,777,1483.62
CUST0611,Mark Lowery,7410.03,6,488,1235.01
CUST0600,Mary Ellis,7352.76,6,886,1225.46
CUST0780,Stephanie Bradford,7336.52,6,843,1222.75
CUST0667,Samantha Martinez,7266.77,6,1067,1211.13
CUST0706,Justin Smith,7261.21,5,412,1452.24
CUST0723,Julie Salazar,7261.12,6,300,1210.19
CUST0006,Jerome Harris,7238.05,6,797,1206.34
CUST0249,Andrew Duncan,7226.31,6,639,1204.39
CUST0005,Amanda Walker,7176.88,7,997,1025.27
CUST0160,Derrick Martinez,7087.31,8,1003,885.91
CUST0772,Ashley Smith,7060.73,5,602,1412.15
CUST0081,Walter Cooke,6997.57,7,943,999.65
CUST0538,Laura Wood,6958.05,7,279,994.01
CUST0786,Micheal Dean,6929.36,4,151,1732.34
CUST0831,Brian Cameron,6895.9,7,922,985.13
CUST0078,Justin Kirby,6885.84,4,74,1721.46
CUST0287,Amanda Bartlett,6844.27,7,729,977.75
CUST0064,Nicole Fields,6831.92,3,70,2277.31
CUST0613,Michelle Moore,6773.87,7,359,967.7
CUST0497,Lonnie Christensen,6749.41,5,285,1349.88
CUST0103,Anna Guerrero,6688.92,6,520,1114.82
CUST0808,Renee Cooper,6666.19,6,179,1111.03
CUST0119,Alexandra Williams,6664.56,5,853,1332.91
CUST0420,Jasmine Salazar,6660.97,7,746,951.57
CUST0346,Mary Good,6631.45,9,381,736.83
CUST0137,Michael Davis,6627.78,6,641,1104.63
CUST0324,Wendy Olson,6626.89,4,683,1656.72
CUST0833,Linda Juarez,6602.3,10,829,660.23
CUST0945,Tracy Casey,6600.06,3,139,2200.02
CUST0097,Christina Gibbs,6581.47,4,1003,1645.37
CUST0012,Jeff Mendoza,6565.54,5,524,1313.11
CUST0704,Paul Noble,6542.09,7,911,934.58
CUST0142,Tina Lopez,6526.73,6,268,1087.79
CUST0681,Ashley Ruiz,6495.74,7,933,927.96
CUST0546,Breanna Mejia,6495.43,8,546,811.93
CUST0304,Steven Davidson,6490.87,6,503,1081.81
CUST0965,Kenneth Lopez,6489.09,5,522,1297.82
CUST0104,Daniel Beck,6488.94,7,359,926.99
CUST0634,Austin Burns,6475.4,5,288,1295.08
CUST0599,Linda Coleman,6474.29,6,59,1079.05
CUST0220,Sharon Thompson,6272.03,9,105,696.89
CUST0454,Carol Valdez,6258.13,7,133,894.02
CUST0605,James Yoder,6256.88,5,962,1251.38
CUST0905,Michael Conway,6234.94,7,633,890.71
CUST0851,Billy Carroll,6226.11,6,1053,1037.69
CUST0102,Edward Alvarez,6193.79,4,178,1548.45
CUST0921,Kelly Young,6076.94,3,410,2025.65
CUST0236,James Cross,6040.56,7,771,862.94
CUST0541,William Ortiz,6032.59,3,112,2010.86
CUST0809,Jeremiah Smith,5996.41,9,233,666.27
CUST0697,Christina Miller,5992.87,7,437,856.12
CUST0720,Bethany Hawkins,5968.36,5,491,1193.67
CUST0008,Peter Allison,5960.41,6,512,993.4
CUST0682,Hayden Mitchell,5947.43,4,249,1486.86
CUST0091,Frank Noble,5897.74,7,722,842.53
CUST0277,Crystal Bennett,5873.37,4,602,1468.34
CUST0748,Jason Mitchell,5809.83,6,686,968.31
CUST0428,Laurie Mcclain,5800.97,9,493,644.55
CUST0656,Tyler Walker,5785.81,7,26,826.54
CUST0065,Jennifer Atkinson,5779.72,5,922,1155.94
CUST0061,Andrew Keith,5739.66,5,775,1147.93
CUST0229,Allison Malone,5615.52,6,407,935.92
CUST0779,Michael Cook,5598.81,8,46,699.85
CUST0290,Morgan Flores,5598.37,6,82,933.06
CUST0397,Scott Pena,5550.84,5,100,1110.17
CUST0069,Christopher Warner,5516.44,8,110,689.56
CUST0844,Kristen Duffy,5286.97,6,873,881.16
CUST0020,Katherine Anderson,5218.6,4,1032,1304.65
CUST0759,Amber Hernandez,5160.94,5,664,1032.19
CUST0763,Molly Martin,5141.93,6,593,856.99
CUST0702,Richard Wright,5064.69,4,170,1266.17
CUST0995,Lindsay Simpson,5008.55,4,440,1252.14
CUST0425,Christian Woods,5003.46,5,86,1000.69
CUST0136,Lynn Knight,4997.12,4,43,1249.28
CUST0036,Melissa Gonzales,4840.49,8,662,605.06
CUST0537,Craig Lane,4808.41,4,472,1202.1
CUST0980,Paul Kim,4755.88,5,949,951.18
CUST0797,Stephanie Alexander,4712.82,5,819,942.56
CUST0312,Mitchell Burke,4705.02,4,733,1176.26
CUST0239,Linda Roach,4658.93,4,187,1164.73
CUST0307,Kylie Green,4586.8,4,412,1146.7
CUST0418,Michael Fernandez,4540.58,4,423,1135.15
CUST0841,Rebecca Rogers,4515.16,5,350,903.03
CUST0410,Jessica Hernandez,4508.78,5,948,901.76
CUST0598,Lauren Franco,4465.9,5,405,893.18
CUST0651,Joseph Wilson,4263.82,4,685,1065.96
